Anio,Region,Comuna,Especie,Superficie (ha),Numero de arboles
2020,Región Metropolitana de Santiago,Alhué,Almendro,2.8600000000000003,1625
2020,Región Metropolitana de Santiago,Alhué,Cerezo,98.31,111391
2020,Región Metropolitana de Santiago,Alhué,Ciruelo Europeo,30.91,16058
2020,Región Metropolitana de Santiago,Alhué,Ciruelo Japonés,1.0,888
2020,Región Metropolitana de Santiago,Alhué,Duraznero Consumo Fresco,33.75,37521
2020,Región Metropolitana de Santiago,Alhué,Kiwi,81.64,82330
2020,Región Metropolitana de Santiago,Alhué,Manzano Rojo,15.09,24863
2020,Región Metropolitana de Santiago,Alhué,Manzano Verde,1.8599999999999999,3065
2020,Región Metropolitana de Santiago,Alhué,Nectarino,18.03,20035
2020,Región Metropolitana de Santiago,Alhué,Nogal,827.4499999999999,211242
2020,Región Metropolitana de Santiago,Alhué,Peral,10.33,17224
2020,Región Metropolitana de Santiago,Alhué,Pistacho,12.559999999999999,6280
2020,Región Metropolitana de Santiago,Alhué,Tuna,7.090000000000001,17725
2020,Región Metropolitana de Santiago,Alhué,Vid de Mesa,367.52,392963
2020,Región Metropolitana de Santiago,Buin,Almendro,167.38,64133
2020,Región Metropolitana de Santiago,Buin,Cerezo,821.53,820522
2020,Región Metropolitana de Santiago,Buin,Ciruelo Europeo,641.39,351819
2020,Región Metropolitana de Santiago,Buin,Ciruelo Japonés,165.93999999999994,139814
2020,Región Metropolitana de Santiago,Buin,Damasco,73.8,38103
2020,Región Metropolitana de Santiago,Buin,Duraznero Consumo Fresco,81.39,61645
2020,Región Metropolitana de Santiago,Buin,Duraznero Tipo Conservero,96.49,85615
2020,Región Metropolitana de Santiago,Buin,Kiwi,33.03,27505
2020,Región Metropolitana de Santiago,Buin,Limonero,1.28,800
2020,Región Metropolitana de Santiago,Buin,Mandarino,22.18,24647
2020,Región Metropolitana de Santiago,Buin,Manzano Rojo,20.24,33155
2020,Región Metropolitana de Santiago,Buin,Manzano Verde,2.26,3725
2020,Región Metropolitana de Santiago,Buin,Membrillo,19.939999999999998,12358
2020,Región Metropolitana de Santiago,Buin,Naranjo,24.65,22792
2020,Región Metropolitana de Santiago,Buin,Nectarino,218.23000000000005,198380
2020,Región Metropolitana de Santiago,Buin,Nogal,1559.49,403560
2020,Región Metropolitana de Santiago,Buin,Palto,12.059999999999999,3200
2020,Región Metropolitana de Santiago,Buin,Peral,86.25999999999999,108361
2020,Región Metropolitana de Santiago,Buin,Pluots,11.510000000000002,13287
2020,Región Metropolitana de Santiago,Buin,Vid de Mesa,1599.2799999999997,1921850
2020,Región Metropolitana de Santiago,Calera de Tango,Almendro,187.70999999999998,73856
2020,Región Metropolitana de Santiago,Calera de Tango,Caqui,0.65,541
2020,Región Metropolitana de Santiago,Calera de Tango,Cerezo,172.43,167334
2020,Región Metropolitana de Santiago,Calera de Tango,Ciruelo Europeo,69.35000000000001,43525
2020,Región Metropolitana de Santiago,Calera de Tango,Ciruelo Japonés,17.66,20075
2020,Región Metropolitana de Santiago,Calera de Tango,Damasco,3.21,1973
2020,Región Metropolitana de Santiago,Calera de Tango,Duraznero Consumo Fresco,90.18,101670
2020,Región Metropolitana de Santiago,Calera de Tango,Duraznero Tipo Conservero,20.77,14489
2020,Región Metropolitana de Santiago,Calera de Tango,Kiwi,32.9,14606
2020,Región Metropolitana de Santiago,Calera de Tango,Limonero,0.85,739
2020,Región Metropolitana de Santiago,Calera de Tango,Mandarino,10.99,9988
2020,Región Metropolitana de Santiago,Calera de Tango,Naranjo,7.25,7100
2020,Región Metropolitana de Santiago,Calera de Tango,Nectarino,136.45999999999998,172744
2020,Región Metropolitana de Santiago,Calera de Tango,Nogal,807.4800000000001,187969
2020,Región Metropolitana de Santiago,Calera de Tango,Palto,7.989999999999999,1880
2020,Región Metropolitana de Santiago,Calera de Tango,Peral,92.58,76206
2020,Región Metropolitana de Santiago,Calera de Tango,Pluots,12.989999999999998,9161
2020,Región Metropolitana de Santiago,Calera de Tango,Vid de Mesa,236.14000000000004,273480
2020,Región Metropolitana de Santiago,Cerro Navia,Nogal,33.169999999999995,6543
2020,Región Metropolitana de Santiago,Cerro Navia,Vid de Mesa,26.12,29023
2020,Región Metropolitana de Santiago,Colina,Almendro,68.30000000000001,28380
2020,Región Metropolitana de Santiago,Colina,Cerezo,84.82000000000001,76308
2020,Región Metropolitana de Santiago,Colina,Ciruelo Europeo,104.94999999999999,49290
2020,Región Metropolitana de Santiago,Colina,Ciruelo Japonés,6.1,8133
2020,Región Metropolitana de Santiago,Colina,Damasco,9.870000000000001,2741
2020,Región Metropolitana de Santiago,Colina,Duraznero Consumo Fresco,7.0,4667
2020,Región Metropolitana de Santiago,Colina,Duraznero Tipo Conservero,1.54,1026
2020,Región Metropolitana de Santiago,Colina,Kiwi,2.76,767
2020,Región Metropolitana de Santiago,Colina,Limonero,10.4,5777
2020,Región Metropolitana de Santiago,Colina,Mandarino,31.109999999999996,28455
2020,Región Metropolitana de Santiago,Colina,Naranjo,9.04,14525
2020,Región Metropolitana de Santiago,Colina,Nectarino,19.91,19032
2020,Región Metropolitana de Santiago,Colina,Nogal,624.01,164273
2020,Región Metropolitana de Santiago,Colina,Olivo,69.29,18193
2020,Región Metropolitana de Santiago,Colina,Vid de Mesa,972.02,1115634
2020,Región Metropolitana de Santiago,Curacaví,Almendro,216.02,84019
2020,Región Metropolitana de Santiago,Curacaví,Arándano Americano,46.08999999999999,232276
2020,Región Metropolitana de Santiago,Curacaví,Caqui,1.1800000000000002,748
2020,Región Metropolitana de Santiago,Curacaví,Cerezo,23.62,23749
2020,Región Metropolitana de Santiago,Curacaví,Ciruelo Europeo,25.4,12455
2020,Región Metropolitana de Santiago,Curacaví,Duraznero Consumo Fresco,4.32,5403
2020,Región Metropolitana de Santiago,Curacaví,Granado,4.89,3260
2020,Región Metropolitana de Santiago,Curacaví,Limonero,299.74,156585
2020,Región Metropolitana de Santiago,Curacaví,Mandarino,108.72999999999998,107967
2020,Región Metropolitana de Santiago,Curacaví,Naranjo,234.19,272115
2020,Región Metropolitana de Santiago,Curacaví,Nectarino,6.02,4765
2020,Región Metropolitana de Santiago,Curacaví,Nogal,112.32000000000001,25025
2020,Región Metropolitana de Santiago,Curacaví,Olivo,185.9,249505
2020,Región Metropolitana de Santiago,Curacaví,Palto,133.08,51766
2020,Región Metropolitana de Santiago,Curacaví,Pistacho,1.5,500
2020,Región Metropolitana de Santiago,Curacaví,Pomelo,5.6,3732
2020,Región Metropolitana de Santiago,Curacaví,Tuna,16.46,14301
2020,Región Metropolitana de Santiago,Curacaví,Vid de Mesa,54.769999999999996,83041
2020,Región Metropolitana de Santiago,El Monte,Almendro,305.32,125151
2020,Región Metropolitana de Santiago,El Monte,Cerezo,42.89,45989
2020,Región Metropolitana de Santiago,El Monte,Ciruelo Japonés,38.57,25139
2020,Región Metropolitana de Santiago,El Monte,Damasco,13.3,8916
2020,Región Metropolitana de Santiago,El Monte,Duraznero Consumo Fresco,4.73,3003
2020,Región Metropolitana de Santiago,El Monte,Duraznero Tipo Conservero,10.29,5146
2020,Región Metropolitana de Santiago,El Monte,Limonero,161.64000000000004,96262
2020,Región Metropolitana de Santiago,El Monte,Mandarino,111.19,116145
2020,Región Metropolitana de Santiago,El Monte,Naranjo,9.0,5753
2020,Región Metropolitana de Santiago,El Monte,Nectarino,17.83,10040
2020,Región Metropolitana de Santiago,El Monte,Nogal,121.99,33111
2020,Región Metropolitana de Santiago,El Monte,Palto,177.92999999999995,145952
2020,Región Metropolitana de Santiago,El Monte,Vid de Mesa,37.63,43630
2020,Región Metropolitana de Santiago,Huechuraba,Damasco,3.36,1626
2020,Región Metropolitana de Santiago,Huechuraba,Tuna,1.0,1000
2020,Región Metropolitana de Santiago,Isla de Maipo,Almendro,110.33000000000001,48024
2020,Región Metropolitana de Santiago,Isla de Maipo,Cerezo,30.93,34274
2020,Región Metropolitana de Santiago,Isla de Maipo,Ciruelo Europeo,104.62,56448
2020,Región Metropolitana de Santiago,Isla de Maipo,Duraznero Tipo Conservero,13.08,8384
2020,Región Metropolitana de Santiago,Isla de Maipo,Feijoa,1.91,1273
2020,Región Metropolitana de Santiago,Isla de Maipo,Kiwi,4.15,3458
2020,Región Metropolitana de Santiago,Isla de Maipo,Limonero,247.3,148926
2020,Región Metropolitana de Santiago,Isla de Maipo,Mandarino,30.169999999999998,18679
2020,Región Metropolitana de Santiago,Isla de Maipo,Manzano Rojo,0.02,12
2020,Región Metropolitana de Santiago,Isla de Maipo,Membrillo,0.19,120
2020,Región Metropolitana de Santiago,Isla de Maipo,Naranjo,112.33000000000001,104241
2020,Región Metropolitana de Santiago,Isla de Maipo,Nectarino,15.700000000000001,10464
2020,Región Metropolitana de Santiago,Isla de Maipo,Nogal,767.2199999999998,214442
2020,Región Metropolitana de Santiago,Isla de Maipo,Olivo,0.56,233
2020,Región Metropolitana de Santiago,Isla de Maipo,Palto,539.03,165582
2020,Región Metropolitana de Santiago,Isla de Maipo,Peral,60.03,37991
2020,Región Metropolitana de Santiago,Isla de Maipo,Pomelo,17.2,9317
2020,Región Metropolitana de Santiago,Isla de Maipo,Vid de Mesa,284.25000000000006,310209
2020,Región Metropolitana de Santiago,Lampa,Almendro,13.31,5351
2020,Región Metropolitana de Santiago,Lampa,Avellano,18.13,10361
2020,Región Metropolitana de Santiago,Lampa,Cerezo,168.45,151054
2020,Región Metropolitana de Santiago,Lampa,Ciruelo Europeo,73.02999999999999,37269
2020,Región Metropolitana de Santiago,Lampa,Higuera,16.3,10869
2020,Región Metropolitana de Santiago,Lampa,Mandarino,89.56,89559
2020,Región Metropolitana de Santiago,Lampa,Naranjo,74.07000000000001,80086
2020,Región Metropolitana de Santiago,Lampa,Nectarino,10.26,10978
2020,Región Metropolitana de Santiago,Lampa,Nogal,648.7400000000001,177450
2020,Región Metropolitana de Santiago,Lampa,Olivo,9.58,2399
2020,Región Metropolitana de Santiago,Lampa,Palto,1.16,181
2020,Región Metropolitana de Santiago,Lampa,Pistacho,24.519999999999996,8179
2020,Región Metropolitana de Santiago,Lampa,Vid de Mesa,531.94,631623
2020,Región Metropolitana de Santiago,Maipú,Ciruelo Europeo,67.97,31462
2020,Región Metropolitana de Santiago,Maipú,Duraznero Consumo Fresco,3.5,2593
2020,Región Metropolitana de Santiago,Maipú,Nogal,7.819999999999999,2032
2020,Región Metropolitana de Santiago,Maipú,Vid de Mesa,32.86,26894
2020,Región Metropolitana de Santiago,María Pinto,Almendro,367.28,168882
2020,Región Metropolitana de Santiago,María Pinto,Arándano Americano,40.78,164812
2020,Región Metropolitana de Santiago,María Pinto,Cerezo,267.31,329015
2020,Región Metropolitana de Santiago,María Pinto,Ciruelo Europeo,41.81999999999999,23712
2020,Región Metropolitana de Santiago,María Pinto,Ciruelo Japonés,46.480000000000004,66338
2020,Región Metropolitana de Santiago,María Pinto,Duraznero Consumo Fresco,3.1900000000000004,2270
2020,Región Metropolitana de Santiago,María Pinto,Duraznero Tipo Conservero,3.13,3479
2020,Región Metropolitana de Santiago,María Pinto,Higuera,14.149999999999999,7861
2020,Región Metropolitana de Santiago,María Pinto,Kiwi,29.25,16253
2020,Región Metropolitana de Santiago,María Pinto,Limonero,437.00000000000006,279376
2020,Región Metropolitana de Santiago,María Pinto,Mandarino,212.79000000000002,202071
2020,Región Metropolitana de Santiago,María Pinto,Naranjo,564.72,557977
2020,Región Metropolitana de Santiago,María Pinto,Nectarino,101.41000000000001,176613
2020,Región Metropolitana de Santiago,María Pinto,Nogal,1190.11,348084
2020,Región Metropolitana de Santiago,María Pinto,Olivo,366.65,419012
2020,Región Metropolitana de Santiago,María Pinto,Palto,1139.71,932312
2020,Región Metropolitana de Santiago,María Pinto,Pistacho,0.18,90
2020,Región Metropolitana de Santiago,María Pinto,Pluots,0.5900000000000001,656
2020,Región Metropolitana de Santiago,María Pinto,Pomelo,15.64,10503
2020,Región Metropolitana de Santiago,María Pinto,Vid de Mesa,14.06,23437
2020,Región Metropolitana de Santiago,Melipilla,Almendro,609.19,279398
2020,Región Metropolitana de Santiago,Melipilla,Arándano Americano,7.12,26975
2020,Región Metropolitana de Santiago,Melipilla,Caqui,11.049999999999999,8902
2020,Región Metropolitana de Santiago,Melipilla,Cerezo,551.83,573303
2020,Región Metropolitana de Santiago,Melipilla,Chirimoyo,0.9,250
2020,Región Metropolitana de Santiago,Melipilla,Ciruelo Europeo,390.62999999999994,218920
2020,Región Metropolitana de Santiago,Melipilla,Ciruelo Japonés,290.98,277270
2020,Región Metropolitana de Santiago,Melipilla,Damasco,5.68,13524
2020,Región Metropolitana de Santiago,Melipilla,Duraznero Consumo Fresco,43.459999999999994,58796
2020,Región Metropolitana de Santiago,Melipilla,Duraznero Tipo Conservero,10.06,5499
2020,Región Metropolitana de Santiago,Melipilla,Frambuesa,0.05,417
2020,Región Metropolitana de Santiago,Melipilla,Granado,1.27,1183
2020,Región Metropolitana de Santiago,Melipilla,Higuera,9.11,6197
2020,Región Metropolitana de Santiago,Melipilla,Kiwi,28.6,15591
2020,Región Metropolitana de Santiago,Melipilla,Kiwi Gold o Kiwi Amarillo,5.0,4762
2020,Región Metropolitana de Santiago,Melipilla,Lima,3.55,3548
2020,Región Metropolitana de Santiago,Melipilla,Limonero,2057.79,1236054
2020,Región Metropolitana de Santiago,Melipilla,Lúcumo,0.35,205
2020,Región Metropolitana de Santiago,Melipilla,Mandarino,261.94000000000005,239723
2020,Región Metropolitana de Santiago,Melipilla,Membrillo,0.74,324
2020,Región Metropolitana de Santiago,Melipilla,Moras Cultivadas e Híbridos,0.22,917
2020,Región Metropolitana de Santiago,Melipilla,Naranjo,1355.73,1144260
2020,Región Metropolitana de Santiago,Melipilla,Nectarino,145.44000000000003,154162
2020,Región Metropolitana de Santiago,Melipilla,Nogal,2993.4800000000005,874474
2020,Región Metropolitana de Santiago,Melipilla,Olivo,88.02,36772
2020,Región Metropolitana de Santiago,Melipilla,Palto,2011.7799999999997,1383734
2020,Región Metropolitana de Santiago,Melipilla,Peral,65.35000000000001,83490
2020,Región Metropolitana de Santiago,Melipilla,Pistacho,49.52000000000001,22005
2020,Región Metropolitana de Santiago,Melipilla,Pluots,33.129999999999995,29242
2020,Región Metropolitana de Santiago,Melipilla,Pomelo,53.71000000000001,35588
2020,Región Metropolitana de Santiago,Melipilla,Tangelo,5.42,2824
2020,Región Metropolitana de Santiago,Melipilla,Tuna,54.1,57882
2020,Región Metropolitana de Santiago,Melipilla,Vid de Mesa,231.19000000000003,266077
2020,Región Metropolitana de Santiago,Padre Hurtado,Almendro,191.07,87654
2020,Región Metropolitana de Santiago,Padre Hurtado,Ciruelo Europeo,33.81,17546
2020,Región Metropolitana de Santiago,Padre Hurtado,Ciruelo Japonés,14.340000000000002,9792
2020,Región Metropolitana de Santiago,Padre Hurtado,Damasco,6.41,3557
2020,Región Metropolitana de Santiago,Padre Hurtado,Duraznero Consumo Fresco,7.9,5444
2020,Región Metropolitana de Santiago,Padre Hurtado,Nogal,341.31,75778
2020,Región Metropolitana de Santiago,Padre Hurtado,Peral,15.100000000000001,17153
2020,Región Metropolitana de Santiago,Padre Hurtado,Pluots,2.46,3904
2020,Región Metropolitana de Santiago,Padre Hurtado,Vid de Mesa,87.58,94823
2020,Región Metropolitana de Santiago,Paine,Almendro,1070.37,441344
2020,Región Metropolitana de Santiago,Paine,Arándano Americano,10.879999999999999,99593
2020,Región Metropolitana de Santiago,Paine,Caqui,3.54,2780
2020,Región Metropolitana de Santiago,Paine,Cerezo,708.2,717899
2020,Región Metropolitana de Santiago,Paine,Ciruelo Europeo,418.05999999999995,237824
2020,Región Metropolitana de Santiago,Paine,Ciruelo Japonés,117.02999999999999,101703
2020,Región Metropolitana de Santiago,Paine,Damasco,22.82,13107
2020,Región Metropolitana de Santiago,Paine,Duraznero Consumo Fresco,126.87999999999998,113683
2020,Región Metropolitana de Santiago,Paine,Duraznero Tipo Conservero,230.21,260795
2020,Región Metropolitana de Santiago,Paine,Kiwi,70.39999999999999,37457
2020,Región Metropolitana de Santiago,Paine,Lima,0.5,470
2020,Región Metropolitana de Santiago,Paine,Limonero,10.820000000000002,7871
2020,Región Metropolitana de Santiago,Paine,Mandarino,109.11999999999998,106222
2020,Región Metropolitana de Santiago,Paine,Manzano Rojo,7.65,12750
2020,Región Metropolitana de Santiago,Paine,Manzano Verde,4.3,1792
2020,Región Metropolitana de Santiago,Paine,Membrillo,24.119999999999997,16107
2020,Región Metropolitana de Santiago,Paine,Naranjo,90.39999999999999,67053
2020,Región Metropolitana de Santiago,Paine,Nectarino,410.96999999999997,407311
2020,Región Metropolitana de Santiago,Paine,Nogal,1456.45,404369
2020,Región Metropolitana de Santiago,Paine,Olivo,24.200000000000003,11329
2020,Región Metropolitana de Santiago,Paine,Palto,68.91000000000003,23530
2020,Región Metropolitana de Santiago,Paine,Peral,96.76,134182
2020,Región Metropolitana de Santiago,Paine,Pistacho,4.0,2000
2020,Región Metropolitana de Santiago,Paine,Pluots,17.119999999999997,16451
2020,Región Metropolitana de Santiago,Paine,Pomelo,2.57,1238
2020,Región Metropolitana de Santiago,Paine,Tuna,9.649999999999999,25890
2020,Región Metropolitana de Santiago,Paine,Vid de Mesa,1301.38,1606854
2020,Región Metropolitana de Santiago,Peñaflor,Almendro,12.309999999999999,6414
2020,Región Metropolitana de Santiago,Peñaflor,Caqui,0.39,487
2020,Región Metropolitana de Santiago,Peñaflor,Cerezo,81.54,72021
2020,Región Metropolitana de Santiago,Peñaflor,Ciruelo Europeo,9.92,7318
2020,Región Metropolitana de Santiago,Peñaflor,Ciruelo Japonés,22.14,20061
2020,Región Metropolitana de Santiago,Peñaflor,Damasco,1.24,424
2020,Región Metropolitana de Santiago,Peñaflor,Duraznero Consumo Fresco,1.4899999999999998,596
2020,Región Metropolitana de Santiago,Peñaflor,Duraznero Tipo Conservero,7.4399999999999995,3148
2020,Región Metropolitana de Santiago,Peñaflor,Granado,0.05,25
2020,Región Metropolitana de Santiago,Peñaflor,Limonero,1.5899999999999999,699
2020,Región Metropolitana de Santiago,Peñaflor,Manzano Rojo,0.18,90
2020,Región Metropolitana de Santiago,Peñaflor,Nectarino,9.21,7439
2020,Región Metropolitana de Santiago,Peñaflor,Nogal,446.90000000000003,100525
2020,Región Metropolitana de Santiago,Peñaflor,Palto,15.729999999999995,4462
2020,Región Metropolitana de Santiago,Peñaflor,Peral,2.33,3882
2020,Región Metropolitana de Santiago,Peñaflor,Vid de Mesa,30.79,40749
2020,Región Metropolitana de Santiago,Pirque,Almendro,20.240000000000002,7629
2020,Región Metropolitana de Santiago,Pirque,Ciruelo Europeo,246.12999999999997,123119
2020,Región Metropolitana de Santiago,Pirque,Hardy Kiwi o Baby Kiwi,0.6100000000000001,382
2020,Región Metropolitana de Santiago,Pirque,Kiwi,19.1,15915
2020,Región Metropolitana de Santiago,Pirque,Manzano Rojo,7.4,9250
2020,Región Metropolitana de Santiago,Pirque,Manzano Verde,0.91,1138
2020,Región Metropolitana de Santiago,Pirque,Nogal,1628.7900000000002,411770
2020,Región Metropolitana de Santiago,Pirque,Vid de Mesa,73.12,79943
2020,Región Metropolitana de Santiago,Pudahuel,Almendro,35.55,17017
2020,Región Metropolitana de Santiago,Pudahuel,Cerezo,10.640000000000002,8696
2020,Región Metropolitana de Santiago,Pudahuel,Naranjo,6.46,3588
2020,Región Metropolitana de Santiago,Pudahuel,Nectarino,4.0,2667
2020,Región Metropolitana de Santiago,Pudahuel,Tuna,134.46,141803
2020,Región Metropolitana de Santiago,Pudahuel,Vid de Mesa,52.5,61105
2020,Región Metropolitana de Santiago,Puente Alto,Nogal,6.08,950
2020,Región Metropolitana de Santiago,Renca,Vid de Mesa,22.990000000000002,24174
2020,Región Metropolitana de Santiago,San Bernardo,Almendro,74.51999999999998,32940
2020,Región Metropolitana de Santiago,San Bernardo,Caqui,2.8899999999999997,1616
2020,Región Metropolitana de Santiago,San Bernardo,Cerezo,221.91000000000003,237497
2020,Región Metropolitana de Santiago,San Bernardo,Ciruelo Europeo,90.81,46100
2020,Región Metropolitana de Santiago,San Bernardo,Ciruelo Japonés,82.04,83846
2020,Región Metropolitana de Santiago,San Bernardo,Damasco,17.72,12313
2020,Región Metropolitana de Santiago,San Bernardo,Duraznero Consumo Fresco,13.7,10777
2020,Región Metropolitana de Santiago,San Bernardo,Duraznero Tipo Conservero,40.27,27324
2020,Región Metropolitana de Santiago,San Bernardo,Kiwi,16.36,13474
2020,Región Metropolitana de Santiago,San Bernardo,Manzano Rojo,8.6,10608
2020,Región Metropolitana de Santiago,San Bernardo,Manzano Verde,1.06,1307
2020,Región Metropolitana de Santiago,San Bernardo,Membrillo,16.46,16213
2020,Región Metropolitana de Santiago,San Bernardo,Naranjo,11.07,8654
2020,Región Metropolitana de Santiago,San Bernardo,Nectarino,6.98,4486
2020,Región Metropolitana de Santiago,San Bernardo,Nogal,1278.54,328942
2020,Región Metropolitana de Santiago,San Bernardo,Peral,39.64999999999999,17131
2020,Región Metropolitana de Santiago,San Bernardo,Vid de Mesa,65.32,75064
2020,Región Metropolitana de Santiago,San Jose Maipo,Almendro,8.02,3850
2020,Región Metropolitana de Santiago,San Jose Maipo,Damasco,0.06,20
2020,Región Metropolitana de Santiago,San Jose Maipo,Manzano Verde,0.12,40
2020,Región Metropolitana de Santiago,San Jose Maipo,Nogal,179.49,35443
2020,Región Metropolitana de Santiago,San Pedro,Almendro,137.01000000000002,68692
2020,Región Metropolitana de Santiago,San Pedro,Cerezo,143.92,176784
2020,Región Metropolitana de Santiago,San Pedro,Ciruelo Europeo,142.51,116369
2020,Región Metropolitana de Santiago,San Pedro,Ciruelo Japonés,84.41999999999999,71303
2020,Región Metropolitana de Santiago,San Pedro,Duraznero Consumo Fresco,49.52,36678
2020,Región Metropolitana de Santiago,San Pedro,Duraznero Tipo Conservero,93.56000000000002,86486
2020,Región Metropolitana de Santiago,San Pedro,Frambuesa,0.63,3500
2020,Región Metropolitana de Santiago,San Pedro,Limonero,23.069999999999997,16087
2020,Región Metropolitana de Santiago,San Pedro,Naranjo,7.449999999999999,9080
2020,Región Metropolitana de Santiago,San Pedro,Nogal,204.4,62590
2020,Región Metropolitana de Santiago,San Pedro,Olivo,4146.34,7903055
2020,Región Metropolitana de Santiago,San Pedro,Palto,108.78,79486
2020,Región Metropolitana de Santiago,San Pedro,Tuna,12.43,10810
2020,Región Metropolitana de Santiago,San Pedro,Vid de Mesa,249.67999999999998,313482
2020,Región Metropolitana de Santiago,Talagante,Almendro,20.169999999999998,8406
2020,Región Metropolitana de Santiago,Talagante,Cerezo,180.30000000000004,168695
2020,Región Metropolitana de Santiago,Talagante,Ciruelo Europeo,124.38,63421
2020,Región Metropolitana de Santiago,Talagante,Ciruelo Japonés,73.48,60231
2020,Región Metropolitana de Santiago,Talagante,Damasco,10.069999999999999,6352
2020,Región Metropolitana de Santiago,Talagante,Duraznero Consumo Fresco,85.35000000000001,59126
2020,Región Metropolitana de Santiago,Talagante,Duraznero Tipo Conservero,60.85,41998
2020,Región Metropolitana de Santiago,Talagante,Lima,0.06,60
2020,Región Metropolitana de Santiago,Talagante,Limonero,51.05,31155
2020,Región Metropolitana de Santiago,Talagante,Mandarino,17.17,19079
2020,Región Metropolitana de Santiago,Talagante,Manzano Rojo,3.18,1858
2020,Región Metropolitana de Santiago,Talagante,Manzano Verde,2.4899999999999998,397
2020,Región Metropolitana de Santiago,Talagante,Nectarino,86.94000000000001,66154
2020,Región Metropolitana de Santiago,Talagante,Nogal,500.0300000000001,126942
2020,Región Metropolitana de Santiago,Talagante,Palto,13.17,3534
2020,Región Metropolitana de Santiago,Talagante,Peral,11.350000000000001,4362
2020,Región Metropolitana de Santiago,Talagante,Pluots,24.84,21521
2020,Región Metropolitana de Santiago,Talagante,Vid de Mesa,117.77,142857
2020,Región Metropolitana de Santiago,Tiltil,Cerezo,72.64999999999999,76900
2020,Región Metropolitana de Santiago,Tiltil,Ciruelo Europeo,103.37,47720
2020,Región Metropolitana de Santiago,Tiltil,Damasco,1.85,740
2020,Región Metropolitana de Santiago,Tiltil,Duraznero Tipo Conservero,67.28,51515
2020,Región Metropolitana de Santiago,Tiltil,Manzano Verde,8.0,10000
2020,Región Metropolitana de Santiago,Tiltil,Nectarino,2.0,1428
2020,Región Metropolitana de Santiago,Tiltil,Nogal,695.01,199700
2020,Región Metropolitana de Santiago,Tiltil,Olivo,55.1,17379
2020,Región Metropolitana de Santiago,Tiltil,Tuna,152.27,66887
2020,Región Metropolitana de Santiago,Tiltil,Vid de Mesa,458.61000000000007,571216
2020,Región de Valparaíso,Algarrobo,Limonero,3.7,1902
2020,Región de Valparaíso,Algarrobo,Olivo,9.290000000000001,9299
2020,Región de Valparaíso,Algarrobo,Palto,5.9,2308
2020,Región de Valparaíso,Cabildo,Almendro,541.03,195721
2020,Región de Valparaíso,Cabildo,Arándano Americano,14.38,68600
2020,Región de Valparaíso,Cabildo,Chirimoyo,5.94,3660
2020,Región de Valparaíso,Cabildo,Granado,1.44,782
2020,Región de Valparaíso,Cabildo,Higuera,0.09,36
2020,Región de Valparaíso,Cabildo,Limonero,446.15000000000003,257676
2020,Región de Valparaíso,Cabildo,Lúcumo,0.84,233
2020,Región de Valparaíso,Cabildo,Mandarino,114.64000000000001,111792
2020,Región de Valparaíso,Cabildo,Naranjo,102.62000000000002,87434
2020,Región de Valparaíso,Cabildo,Nogal,300.78999999999996,75793
2020,Región de Valparaíso,Cabildo,Olivo,0.1,43
2020,Región de Valparaíso,Cabildo,Palto,3001.6200000000003,1576863
2020,Región de Valparaíso,Cabildo,Pistacho,0.49,404
2020,Región de Valparaíso,Cabildo,Tuna,8.83,10872
2020,Región de Valparaíso,Calera,Almendro,0.32,200
2020,Región de Valparaíso,Calera,Arándano Americano,5.25,51566
2020,Región de Valparaíso,Calera,Cerezo,6.71,7047
2020,Región de Valparaíso,Calera,Ciruelo Europeo,0.24,267
2020,Región de Valparaíso,Calera,Lima,0.36,600
2020,Región de Valparaíso,Calera,Limonero,8.299999999999999,5026
2020,Región de Valparaíso,Calera,Mandarino,6.790000000000001,6992
2020,Región de Valparaíso,Calera,Naranjo,6.1,6100
2020,Región de Valparaíso,Calera,Nogal,14.73,4315
2020,Región de Valparaíso,Calera,Palto,529.0999999999999,286670
2020,Región de Valparaíso,Calera,Tuna,0.99,1414
2020,Región de Valparaíso,Calle Larga,Cerezo,8.2,5715
2020,Región de Valparaíso,Calle Larga,Duraznero Tipo Conservero,325.82000000000005,209091
2020,Región de Valparaíso,Calle Larga,Mandarino,25.989999999999995,27182
2020,Región de Valparaíso,Calle Larga,Naranjo,29.83,28112
2020,Región de Valparaíso,Calle Larga,Nectarino,10.420000000000002,9564
2020,Región de Valparaíso,Calle Larga,Nogal,542.41,141393
2020,Región de Valparaíso,Calle Larga,Olivo,5.75,2480
2020,Región de Valparaíso,Calle Larga,Palto,10.77,10324
2020,Región de Valparaíso,Calle Larga,Vid de Mesa,1102.25,1425798
2020,Región de Valparaíso,Cartagena,Arándano Americano,1.42,7100
2020,Región de Valparaíso,Cartagena,Limonero,10.780000000000001,4308
2020,Región de Valparaíso,Cartagena,Nogal,1.4,333
2020,Región de Valparaíso,Cartagena,Palto,5.700000000000001,1473
2020,Región de Valparaíso,Casablanca,Almendro,22.71,11111
2020,Región de Valparaíso,Casablanca,Arándano Americano,39.150000000000006,211750
2020,Región de Valparaíso,Casablanca,Cerezo,11.3,12855
2020,Región de Valparaíso,Casablanca,Ciruelo Europeo,22.6,15066
2020,Región de Valparaíso,Casablanca,Manzano Rojo,116.88,196786
2020,Región de Valparaíso,Casablanca,Manzano Verde,26.709999999999997,44391
2020,Región de Valparaíso,Casablanca,Membrillo,17.529999999999998,17855
