Anio,Region,Comuna,Especie,Superficie (ha),Numero de arboles
2022,Región del Maule,Teno,Caqui,0.85,708
2022,Región del Maule,Teno,Cerezo,4414.049999999999,5010325
2022,Región del Maule,Teno,Ciruelo Europeo,88.93999999999998,56340
2022,Región del Maule,Teno,Ciruelo Japonés,67.80999999999999,67033
2022,Región del Maule,Teno,Duraznero Consumo Fresco,1.06,1656
2022,Región del Maule,Teno,Duraznero Tipo Conservero,33.11,30658
2022,Región del Maule,Teno,Frambuesa,11.479999999999997,191117
2022,Región del Maule,Teno,Kiwi,212.13,131888
2022,Región del Maule,Teno,Kiwi Gold o Kiwi Amarillo,19.09,19090
2022,Región del Maule,Teno,Manzano Rojo,1185.52,1939017
2022,Región del Maule,Teno,Manzano Verde,230.7,284463
2022,Región del Maule,Teno,Moras Cultivadas e Híbridos,45.75,243061
2022,Región del Maule,Teno,Nectarino,12.68,14348
2022,Región del Maule,Teno,Nogal,337.17999999999995,113513
2022,Región del Maule,Teno,Palto,1.66,2075
2022,Región del Maule,Teno,Peral,309.06000000000006,579257
2022,Región del Maule,Teno,Pistacho,1.12,448
2022,Región del Maule,Teno,Pluots,1.9000000000000001,2639
2022,Región del Maule,Teno,Vid de Mesa,36.169999999999995,34216
2022,Región del Maule,Teno,Zarzaparrilla Roja,0.09,360
2022,Región del Maule,Vichuquén,Membrillo,1.55,969
2022,Región del Maule,Vichuquén,Olivo,0.46,184
2022,Región del Maule,Villa Alegre,Arándano Americano,34.459999999999994,120605
2022,Región del Maule,Villa Alegre,Avellano,43.910000000000004,29559
2022,Región del Maule,Villa Alegre,Cerezo,259.6,286520
2022,Región del Maule,Villa Alegre,Ciruelo Europeo,65.60000000000001,43790
2022,Región del Maule,Villa Alegre,Frambuesa,1.8199999999999998,28976
2022,Región del Maule,Villa Alegre,Kiwi,61.89,42426
2022,Región del Maule,Villa Alegre,Kiwi Gold o Kiwi Amarillo,4.83,4830
2022,Región del Maule,Villa Alegre,Limonero,1.79,1324
2022,Región del Maule,Villa Alegre,Manzano Rojo,114.65,187274
2022,Región del Maule,Villa Alegre,Manzano Verde,31.459999999999997,52463
2022,Región del Maule,Villa Alegre,Moras Cultivadas e Híbridos,3.44,20640
2022,Región del Maule,Villa Alegre,Nogal,255.6,61957
2022,Región del Maule,Villa Alegre,Palto,0.71,523
2022,Región del Maule,Villa Alegre,Peral,25.97,37267
2022,Región del Maule,Villa Alegre,Vid de Mesa,70.86000000000001,74844
2022,Región del Maule,Yerbas Buenas,Arándano Americano,524.8199999999999,2143245
2022,Región del Maule,Yerbas Buenas,Avellano,51.17999999999999,35869
2022,Región del Maule,Yerbas Buenas,Cerezo,565.3000000000001,707333
2022,Región del Maule,Yerbas Buenas,Ciruelo Europeo,78.31,68072
2022,Región del Maule,Yerbas Buenas,Frambuesa,30.209999999999994,418488
2022,Región del Maule,Yerbas Buenas,Kiwi,159.59000000000003,112650
2022,Región del Maule,Yerbas Buenas,Manzano Rojo,1230.56,2000556
2022,Región del Maule,Yerbas Buenas,Manzano Verde,172.42000000000002,233516
2022,Región del Maule,Yerbas Buenas,Moras Cultivadas e Híbridos,48.84,350009
2022,Región del Maule,Yerbas Buenas,Nogal,599.48,213996
2022,Región del Maule,Yerbas Buenas,Peral,59.339999999999996,91827
2023,Región Metropolitana de Santiago,Alhué,Almendro,3.07,1516
2023,Región Metropolitana de Santiago,Alhué,Cerezo,82.05,94680
2023,Región Metropolitana de Santiago,Alhué,Ciruelo Europeo,47.78999999999999,33925
2023,Región Metropolitana de Santiago,Alhué,Ciruelo Japonés,39.519999999999996,43906
2023,Región Metropolitana de Santiago,Alhué,Duraznero Consumo Fresco,68.00999999999999,75572
2023,Región Metropolitana de Santiago,Alhué,Kiwi,76.92,60463
2023,Región Metropolitana de Santiago,Alhué,Manzano Rojo,12.71,18915
2023,Región Metropolitana de Santiago,Alhué,Manzano Verde,3.9,4710
2023,Región Metropolitana de Santiago,Alhué,Nectarino,74.95999999999998,83290
2023,Región Metropolitana de Santiago,Alhué,Nogal,817.4599999999999,217135
2023,Región Metropolitana de Santiago,Alhué,Peral,10.24,17080
2023,Región Metropolitana de Santiago,Alhué,Pistacho,18.5,9250
2023,Región Metropolitana de Santiago,Alhué,Pluots,5.6,6222
2023,Región Metropolitana de Santiago,Alhué,Tuna,8.04,3350
2023,Región Metropolitana de Santiago,Alhué,Vid de Mesa,238.94,278467
2023,Región Metropolitana de Santiago,Buin,Almendro,154.61999999999998,59081
2023,Región Metropolitana de Santiago,Buin,Cerezo,1093.83,1168080
2023,Región Metropolitana de Santiago,Buin,Ciruelo Europeo,551.0399999999998,312307
2023,Región Metropolitana de Santiago,Buin,Ciruelo Japonés,127.69999999999999,103561
2023,Región Metropolitana de Santiago,Buin,Damasco,68.18,37458
2023,Región Metropolitana de Santiago,Buin,Duraznero Consumo Fresco,72.25000000000001,54280
2023,Región Metropolitana de Santiago,Buin,Duraznero Tipo Conservero,85.50999999999999,85868
2023,Región Metropolitana de Santiago,Buin,Kiwi,8.01,3714
2023,Región Metropolitana de Santiago,Buin,Limonero,1.2,800
2023,Región Metropolitana de Santiago,Buin,Mandarino,39.48,41935
2023,Región Metropolitana de Santiago,Buin,Manzano Rojo,7.59,7339
2023,Región Metropolitana de Santiago,Buin,Manzano Verde,0.69,639
2023,Región Metropolitana de Santiago,Buin,Membrillo,10.780000000000001,11360
2023,Región Metropolitana de Santiago,Buin,Naranjo,14.46,15076
2023,Región Metropolitana de Santiago,Buin,Nectarino,242.55,244150
2023,Región Metropolitana de Santiago,Buin,Nogal,1375.1100000000001,368148
2023,Región Metropolitana de Santiago,Buin,Palto,6.59,1599
2023,Región Metropolitana de Santiago,Buin,Peral,87.56000000000002,110347
2023,Región Metropolitana de Santiago,Buin,Pluots,4.45,3767
2023,Región Metropolitana de Santiago,Buin,Vid de Mesa,1410.96,1747661
2023,Región Metropolitana de Santiago,Calera de Tango,Almendro,177.49,74900
2023,Región Metropolitana de Santiago,Calera de Tango,Caqui,0.59,295
2023,Región Metropolitana de Santiago,Calera de Tango,Cerezo,276.18,299975
2023,Región Metropolitana de Santiago,Calera de Tango,Ciruelo Europeo,65.0,51222
2023,Región Metropolitana de Santiago,Calera de Tango,Ciruelo Japonés,15.329999999999998,15479
2023,Región Metropolitana de Santiago,Calera de Tango,Damasco,3.7100000000000004,2328
2023,Región Metropolitana de Santiago,Calera de Tango,Duraznero Consumo Fresco,80.49000000000001,101417
2023,Región Metropolitana de Santiago,Calera de Tango,Duraznero Tipo Conservero,14.370000000000001,10309
2023,Región Metropolitana de Santiago,Calera de Tango,Limonero,1.33,715
2023,Región Metropolitana de Santiago,Calera de Tango,Mandarino,7.300000000000001,5840
2023,Región Metropolitana de Santiago,Calera de Tango,Manzano Rojo,0.4,160
2023,Región Metropolitana de Santiago,Calera de Tango,Naranjo,7.24,7219
2023,Región Metropolitana de Santiago,Calera de Tango,Nectarino,123.57,156674
2023,Región Metropolitana de Santiago,Calera de Tango,Nogal,759.3000000000001,192034
2023,Región Metropolitana de Santiago,Calera de Tango,Palto,6.92,2353
2023,Región Metropolitana de Santiago,Calera de Tango,Peral,58.14,16821
2023,Región Metropolitana de Santiago,Calera de Tango,Pluots,7.8500000000000005,6899
2023,Región Metropolitana de Santiago,Calera de Tango,Tuna,9.1,7463
2023,Región Metropolitana de Santiago,Calera de Tango,Vid de Mesa,122.71,162435
2023,Región Metropolitana de Santiago,Cerro Navia,Nogal,28.349999999999998,7463
2023,Región Metropolitana de Santiago,Colina,Almendro,34.18,13147
2023,Región Metropolitana de Santiago,Colina,Cerezo,35.23,35888
2023,Región Metropolitana de Santiago,Colina,Ciruelo Europeo,101.8,52341
2023,Región Metropolitana de Santiago,Colina,Ciruelo Japonés,6.38,4725
2023,Región Metropolitana de Santiago,Colina,Damasco,6.12,1700
2023,Región Metropolitana de Santiago,Colina,Kiwi,1.3,361
2023,Región Metropolitana de Santiago,Colina,Limonero,9.8,5444
2023,Región Metropolitana de Santiago,Colina,Mandarino,34.94,35344
2023,Región Metropolitana de Santiago,Colina,Naranjo,14.64,19836
2023,Región Metropolitana de Santiago,Colina,Nectarino,9.5,9222
2023,Región Metropolitana de Santiago,Colina,Nogal,439.38,119554
2023,Región Metropolitana de Santiago,Colina,Olivo,61.82,20343
2023,Región Metropolitana de Santiago,Colina,Vid de Mesa,734.46,918281
2023,Región Metropolitana de Santiago,Curacaví,Almendro,132.2,54452
2023,Región Metropolitana de Santiago,Curacaví,Caqui,1.1800000000000002,702
2023,Región Metropolitana de Santiago,Curacaví,Cerezo,62.04,64740
2023,Región Metropolitana de Santiago,Curacaví,Ciruelo Europeo,26.909999999999997,13669
2023,Región Metropolitana de Santiago,Curacaví,Duraznero Consumo Fresco,4.34,4822
2023,Región Metropolitana de Santiago,Curacaví,Granado,2.94,2940
2023,Región Metropolitana de Santiago,Curacaví,Limonero,462.8299999999999,262892
2023,Región Metropolitana de Santiago,Curacaví,Mandarino,121.99,121885
2023,Región Metropolitana de Santiago,Curacaví,Naranjo,314.46,361337
2023,Región Metropolitana de Santiago,Curacaví,Nogal,90.73,19822
2023,Región Metropolitana de Santiago,Curacaví,Olivo,24.299999999999997,10124
2023,Región Metropolitana de Santiago,Curacaví,Palto,124.89000000000001,45817
2023,Región Metropolitana de Santiago,Curacaví,Pistacho,1.5,500
2023,Región Metropolitana de Santiago,Curacaví,Pomelo,5.43,5265
2023,Región Metropolitana de Santiago,Curacaví,Tuna,13.459999999999999,9302
2023,Región Metropolitana de Santiago,Curacaví,Vid de Mesa,35.65,48710
2023,Región Metropolitana de Santiago,El Monte,Almendro,323.94000000000005,130172
2023,Región Metropolitana de Santiago,El Monte,Cerezo,98.74000000000001,110769
2023,Región Metropolitana de Santiago,El Monte,Ciruelo Japonés,27.64,17119
2023,Región Metropolitana de Santiago,El Monte,Damasco,12.74,8706
2023,Región Metropolitana de Santiago,El Monte,Duraznero Consumo Fresco,11.989999999999998,7612
2023,Región Metropolitana de Santiago,El Monte,Limonero,261.28,166869
2023,Región Metropolitana de Santiago,El Monte,Mandarino,137.75000000000003,137844
2023,Región Metropolitana de Santiago,El Monte,Naranjo,7.7,4362
2023,Región Metropolitana de Santiago,El Monte,Nectarino,40.089999999999996,43005
2023,Región Metropolitana de Santiago,El Monte,Nogal,100.47,27536
2023,Región Metropolitana de Santiago,El Monte,Palto,229.38000000000005,228724
2023,Región Metropolitana de Santiago,Huechuraba,Damasco,3.0,1017
2023,Región Metropolitana de Santiago,Huechuraba,Tuna,1.75,1750
2023,Región Metropolitana de Santiago,Isla de Maipo,Almendro,84.49999999999999,40760
2023,Región Metropolitana de Santiago,Isla de Maipo,Cerezo,37.31000000000001,41323
2023,Región Metropolitana de Santiago,Isla de Maipo,Ciruelo Europeo,136.36,103666
2023,Región Metropolitana de Santiago,Isla de Maipo,Duraznero Tipo Conservero,10.09,6600
2023,Región Metropolitana de Santiago,Isla de Maipo,Feijoa,1.9,1267
2023,Región Metropolitana de Santiago,Isla de Maipo,Limonero,271.14000000000004,179894
2023,Región Metropolitana de Santiago,Isla de Maipo,Mandarino,31.84,18558
2023,Región Metropolitana de Santiago,Isla de Maipo,Manzano Verde,0.28,175
2023,Región Metropolitana de Santiago,Isla de Maipo,Membrillo,0.18,113
2023,Región Metropolitana de Santiago,Isla de Maipo,Naranjo,99.85999999999999,105595
2023,Región Metropolitana de Santiago,Isla de Maipo,Nectarino,23.71,15772
2023,Región Metropolitana de Santiago,Isla de Maipo,Nogal,768.8,224696
2023,Región Metropolitana de Santiago,Isla de Maipo,Olivo,3.54,664
2023,Región Metropolitana de Santiago,Isla de Maipo,Palto,556.36,201418
2023,Región Metropolitana de Santiago,Isla de Maipo,Peral,58.26,33308
2023,Región Metropolitana de Santiago,Isla de Maipo,Pomelo,18.99,10241
2023,Región Metropolitana de Santiago,Isla de Maipo,Tuna,11.37,14208
2023,Región Metropolitana de Santiago,Isla de Maipo,Vid de Mesa,279.44000000000005,343385
2023,Región Metropolitana de Santiago,Lampa,Almendro,9.58,3579
2023,Región Metropolitana de Santiago,Lampa,Cerezo,175.62,163874
2023,Región Metropolitana de Santiago,Lampa,Ciruelo Europeo,54.83,28128
2023,Región Metropolitana de Santiago,Lampa,Mandarino,94.38,94380
2023,Región Metropolitana de Santiago,Lampa,Naranjo,68.65,79128
2023,Región Metropolitana de Santiago,Lampa,Nectarino,15.310000000000002,16598
2023,Región Metropolitana de Santiago,Lampa,Nogal,725.9100000000001,190279
2023,Región Metropolitana de Santiago,Lampa,Olivo,9.36,2382
2023,Región Metropolitana de Santiago,Lampa,Palto,1.07,167
2023,Región Metropolitana de Santiago,Lampa,Pistacho,13.14,4388
2023,Región Metropolitana de Santiago,Lampa,Vid de Mesa,414.31,504500
2023,Región Metropolitana de Santiago,Maipú,Ciruelo Europeo,68.41,31659
2023,Región Metropolitana de Santiago,Maipú,Nogal,2.3,862
2023,Región Metropolitana de Santiago,Maipú,Vid de Mesa,32.9,28752
2023,Región Metropolitana de Santiago,María Pinto,Almendro,348.08,151106
2023,Región Metropolitana de Santiago,María Pinto,Arándano Americano,11.97,39900
2023,Región Metropolitana de Santiago,María Pinto,Cerezo,421.09000000000003,499593
2023,Región Metropolitana de Santiago,María Pinto,Ciruelo Europeo,40.56,20679
2023,Región Metropolitana de Santiago,María Pinto,Ciruelo Japonés,42.69,61254
2023,Región Metropolitana de Santiago,María Pinto,Duraznero Consumo Fresco,0.4,400
2023,Región Metropolitana de Santiago,María Pinto,Duraznero Tipo Conservero,3.45,3199
2023,Región Metropolitana de Santiago,María Pinto,Higuera,13.850000000000001,7694
2023,Región Metropolitana de Santiago,María Pinto,Kiwi,29.829999999999995,16572
2023,Región Metropolitana de Santiago,María Pinto,Limonero,594.85,373335
2023,Región Metropolitana de Santiago,María Pinto,Mandarino,282.94,271309
2023,Región Metropolitana de Santiago,María Pinto,Naranjo,627.8699999999999,644834
2023,Región Metropolitana de Santiago,María Pinto,Nectarino,112.78,185262
2023,Región Metropolitana de Santiago,María Pinto,Nogal,1128.0299999999997,318732
2023,Región Metropolitana de Santiago,María Pinto,Olivo,362.63000000000005,417892
2023,Región Metropolitana de Santiago,María Pinto,Palto,1240.3400000000004,1069593
2023,Región Metropolitana de Santiago,María Pinto,Pomelo,15.45,10347
2023,Región Metropolitana de Santiago,Melipilla,Almendro,563.77,249840
2023,Región Metropolitana de Santiago,Melipilla,Caqui,11.6,9008
2023,Región Metropolitana de Santiago,Melipilla,Cerezo,1032.77,1178808
2023,Región Metropolitana de Santiago,Melipilla,Chirimoyo,1.0,476
2023,Región Metropolitana de Santiago,Melipilla,Ciruelo Europeo,333.58,203154
2023,Región Metropolitana de Santiago,Melipilla,Ciruelo Japonés,228.77000000000004,205905
2023,Región Metropolitana de Santiago,Melipilla,Damasco,5.13,8705
2023,Región Metropolitana de Santiago,Melipilla,Duraznero Consumo Fresco,56.38,82463
2023,Región Metropolitana de Santiago,Melipilla,Duraznero Tipo Conservero,9.09,6328
2023,Región Metropolitana de Santiago,Melipilla,Granado,0.35,253
2023,Región Metropolitana de Santiago,Melipilla,Higuera,9.53,7212
2023,Región Metropolitana de Santiago,Melipilla,Kiwi,29.45,15784
2023,Región Metropolitana de Santiago,Melipilla,Lima,5.75,6072
2023,Región Metropolitana de Santiago,Melipilla,Limonero,2270.45,1449752
2023,Región Metropolitana de Santiago,Melipilla,Lúcumo,0.32999999999999996,330
2023,Región Metropolitana de Santiago,Melipilla,Mandarino,407.52000000000004,384922
2023,Región Metropolitana de Santiago,Melipilla,Membrillo,0.7999999999999999,428
2023,Región Metropolitana de Santiago,Melipilla,Naranjo,1592.57,1418907
2023,Región Metropolitana de Santiago,Melipilla,Nectarino,165.39,208884
2023,Región Metropolitana de Santiago,Melipilla,Nogal,3349.51,1013420
2023,Región Metropolitana de Santiago,Melipilla,Olivo,87.5,44394
2023,Región Metropolitana de Santiago,Melipilla,Palto,1868.0699999999997,1408228
2023,Región Metropolitana de Santiago,Melipilla,Peral,54.09000000000001,75983
2023,Región Metropolitana de Santiago,Melipilla,Pistacho,54.12,25744
2023,Región Metropolitana de Santiago,Melipilla,Pluots,34.169999999999995,31485
2023,Región Metropolitana de Santiago,Melipilla,Pomelo,51.86,33593
2023,Región Metropolitana de Santiago,Melipilla,Tangelo,1.77,1161
2023,Región Metropolitana de Santiago,Melipilla,Tuna,57.74,67954
2023,Región Metropolitana de Santiago,Melipilla,Vid de Mesa,161.02,195760
2023,Región Metropolitana de Santiago,Padre Hurtado,Almendro,168.47000000000003,94599
2023,Región Metropolitana de Santiago,Padre Hurtado,Cerezo,73.16000000000001,94942
2023,Región Metropolitana de Santiago,Padre Hurtado,Ciruelo Europeo,37.11,19480
2023,Región Metropolitana de Santiago,Padre Hurtado,Ciruelo Japonés,5.15,3676
2023,Región Metropolitana de Santiago,Padre Hurtado,Damasco,5.029999999999999,3900
2023,Región Metropolitana de Santiago,Padre Hurtado,Duraznero Consumo Fresco,2.8,2351
2023,Región Metropolitana de Santiago,Padre Hurtado,Nogal,328.72,85245
2023,Región Metropolitana de Santiago,Padre Hurtado,Peral,11.059999999999999,12569
2023,Región Metropolitana de Santiago,Padre Hurtado,Vid de Mesa,36.989999999999995,37235
2023,Región Metropolitana de Santiago,Paine,Almendro,1013.0999999999999,414451
2023,Región Metropolitana de Santiago,Paine,Arándano Americano,3.51,63567
2023,Región Metropolitana de Santiago,Paine,Caqui,2.5,1584
2023,Región Metropolitana de Santiago,Paine,Cerezo,938.94,1005861
2023,Región Metropolitana de Santiago,Paine,Ciruelo Europeo,364.30000000000007,211549
2023,Región Metropolitana de Santiago,Paine,Ciruelo Japonés,117.50000000000003,117642
2023,Región Metropolitana de Santiago,Paine,Damasco,36.260000000000005,20255
2023,Región Metropolitana de Santiago,Paine,Duraznero Consumo Fresco,85.03,72578
2023,Región Metropolitana de Santiago,Paine,Duraznero Tipo Conservero,213.24000000000004,242244
2023,Región Metropolitana de Santiago,Paine,Frambuesa,1.05,28700
2023,Región Metropolitana de Santiago,Paine,Higuera,7.13,7549
2023,Región Metropolitana de Santiago,Paine,Kiwi,42.04,27083
2023,Región Metropolitana de Santiago,Paine,Kiwi Gold o Kiwi Amarillo,8.959999999999999,11201
2023,Región Metropolitana de Santiago,Paine,Lima,1.4300000000000002,1203
2023,Región Metropolitana de Santiago,Paine,Limonero,14.399999999999999,8647
2023,Región Metropolitana de Santiago,Paine,Mandarino,151.12,143495
2023,Región Metropolitana de Santiago,Paine,Manzano Rojo,6.49,10817
2023,Región Metropolitana de Santiago,Paine,Manzano Verde,0.81,1350
2023,Región Metropolitana de Santiago,Paine,Membrillo,23.6,15475
2023,Región Metropolitana de Santiago,Paine,Moras Cultivadas e Híbridos,0.4,8000
2023,Región Metropolitana de Santiago,Paine,Naranjo,85.38999999999999,70145
2023,Región Metropolitana de Santiago,Paine,Nectarino,442.19000000000005,426736
2023,Región Metropolitana de Santiago,Paine,Nogal,1225.3300000000002,338652
2023,Región Metropolitana de Santiago,Paine,Olivo,24.259999999999994,8333
2023,Región Metropolitana de Santiago,Paine,Palto,57.66,21474
2023,Región Metropolitana de Santiago,Paine,Peral,58.53999999999999,82333
2023,Región Metropolitana de Santiago,Paine,Pistacho,3.9,1950
2023,Región Metropolitana de Santiago,Paine,Pluots,18.77,18853
2023,Región Metropolitana de Santiago,Paine,Pomelo,0.66,440
2023,Región Metropolitana de Santiago,Paine,Tuna,8.38,19168
2023,Región Metropolitana de Santiago,Paine,Vid de Mesa,1143.04,1454914
2023,Región Metropolitana de Santiago,Peñaflor,Almendro,3.11,1887
2023,Región Metropolitana de Santiago,Peñaflor,Caqui,0.48,400
2023,Región Metropolitana de Santiago,Peñaflor,Cerezo,173.27,193073
2023,Región Metropolitana de Santiago,Peñaflor,Ciruelo Europeo,8.85,3955
2023,Región Metropolitana de Santiago,Peñaflor,Ciruelo Japonés,14.5,11478
2023,Región Metropolitana de Santiago,Peñaflor,Damasco,1.46,371
2023,Región Metropolitana de Santiago,Peñaflor,Duraznero Consumo Fresco,1.33,1546
2023,Región Metropolitana de Santiago,Peñaflor,Duraznero Tipo Conservero,8.66,4084
2023,Región Metropolitana de Santiago,Peñaflor,Limonero,3.6,1942
2023,Región Metropolitana de Santiago,Peñaflor,Mandarino,15.18,15180
2023,Región Metropolitana de Santiago,Peñaflor,Naranjo,5.75,5866
2023,Región Metropolitana de Santiago,Peñaflor,Nectarino,9.7,8641
2023,Región Metropolitana de Santiago,Peñaflor,Nogal,387.93,87051
2023,Región Metropolitana de Santiago,Peñaflor,Palto,7.320000000000001,2861
2023,Región Metropolitana de Santiago,Peñaflor,Peral,2.33,3120
2023,Región Metropolitana de Santiago,Peñaflor,Vid de Mesa,29.43,39647
2023,Región Metropolitana de Santiago,Pirque,Almendro,18.099999999999998,7776
2023,Región Metropolitana de Santiago,Pirque,Cerezo,2.0,2500
2023,Región Metropolitana de Santiago,Pirque,Ciruelo Europeo,238.65000000000003,130750
2023,Región Metropolitana de Santiago,Pirque,Kiwi,18.13,15111
2023,Región Metropolitana de Santiago,Pirque,Manzano Rojo,7.36,9200
2023,Región Metropolitana de Santiago,Pirque,Manzano Verde,0.91,1138
2023,Región Metropolitana de Santiago,Pirque,Nogal,1438.8400000000001,393774
2023,Región Metropolitana de Santiago,Pirque,Vid de Mesa,40.879999999999995,39783
2023,Región Metropolitana de Santiago,Pudahuel,Almendro,36.75000000000001,16125
2023,Región Metropolitana de Santiago,Pudahuel,Cerezo,6.1,5037
2023,Región Metropolitana de Santiago,Pudahuel,Naranjo,4.7,2611
2023,Región Metropolitana de Santiago,Pudahuel,Tuna,103.15,126372
2023,Región Metropolitana de Santiago,Pudahuel,Vid de Mesa,29.95,38438
2023,Región Metropolitana de Santiago,Renca,Vid de Mesa,22.050000000000004,25362
2023,Región Metropolitana de Santiago,San Bernardo,Almendro,47.39999999999999,25476
2023,Región Metropolitana de Santiago,San Bernardo,Caqui,2.05,1221
2023,Región Metropolitana de Santiago,San Bernardo,Cerezo,237.70000000000002,264433
2023,Región Metropolitana de Santiago,San Bernardo,Ciruelo Europeo,81.96000000000001,47311
2023,Región Metropolitana de Santiago,San Bernardo,Ciruelo Japonés,79.77,80618
2023,Región Metropolitana de Santiago,San Bernardo,Damasco,23.37,20166
2023,Región Metropolitana de Santiago,San Bernardo,Duraznero Consumo Fresco,14.489999999999998,13089
2023,Región Metropolitana de Santiago,San Bernardo,Duraznero Tipo Conservero,29.25,20952
2023,Región Metropolitana de Santiago,San Bernardo,Kiwi,16.65,12504
2023,Región Metropolitana de Santiago,San Bernardo,Manzano Rojo,8.25,7060
2023,Región Metropolitana de Santiago,San Bernardo,Manzano Verde,1.15,955
2023,Región Metropolitana de Santiago,San Bernardo,Naranjo,7.25,4834
2023,Región Metropolitana de Santiago,San Bernardo,Nectarino,8.42,6358
2023,Región Metropolitana de Santiago,San Bernardo,Nogal,1154.0900000000001,324200
2023,Región Metropolitana de Santiago,San Bernardo,Peral,40.4,14464
2023,Región Metropolitana de Santiago,San Bernardo,Vid de Mesa,42.24999999999999,46818
2023,Región Metropolitana de Santiago,San Jose Maipo,Almendro,5.739999999999999,3166
2023,Región Metropolitana de Santiago,San Jose Maipo,Limonero,0.48,300
2023,Región Metropolitana de Santiago,San Jose Maipo,Nogal,145.91000000000005,27450
2023,Región Metropolitana de Santiago,San Pedro,Almendro,4.31,1792
2023,Región Metropolitana de Santiago,San Pedro,Cerezo,307.77,383681
2023,Región Metropolitana de Santiago,San Pedro,Ciruelo Europeo,142.41000000000003,127718
2023,Región Metropolitana de Santiago,San Pedro,Ciruelo Japonés,37.9,14527
2023,Región Metropolitana de Santiago,San Pedro,Duraznero Consumo Fresco,16.22,12014
2023,Región Metropolitana de Santiago,San Pedro,Duraznero Tipo Conservero,9.059999999999999,30200
2023,Región Metropolitana de Santiago,San Pedro,Limonero,38.2,28541
2023,Región Metropolitana de Santiago,San Pedro,Mandarino,58.209999999999994,46568
2023,Región Metropolitana de Santiago,San Pedro,Nogal,235.76000000000002,70287
2023,Región Metropolitana de Santiago,San Pedro,Olivo,4291.360000000001,7728580
2023,Región Metropolitana de Santiago,San Pedro,Palto,629.24,470223
2023,Región Metropolitana de Santiago,San Pedro,Tuna,31.7,35555
2023,Región Metropolitana de Santiago,Talagante,Almendro,7.529999999999999,6275
2023,Región Metropolitana de Santiago,Talagante,Cerezo,265.45000000000005,273645
2023,Región Metropolitana de Santiago,Talagante,Ciruelo Europeo,120.95000000000002,65706
2023,Región Metropolitana de Santiago,Talagante,Ciruelo Japonés,33.91,30520
2023,Región Metropolitana de Santiago,Talagante,Damasco,7.92,4791
2023,Región Metropolitana de Santiago,Talagante,Duraznero Consumo Fresco,73.35,46379
2023,Región Metropolitana de Santiago,Talagante,Duraznero Tipo Conservero,42.15,27933
2023,Región Metropolitana de Santiago,Talagante,Lima,0.06,60
2023,Región Metropolitana de Santiago,Talagante,Limonero,80.13,52095
2023,Región Metropolitana de Santiago,Talagante,Mandarino,19.28,20082
2023,Región Metropolitana de Santiago,Talagante,Naranjo,6.890000000000001,6232
2023,Región Metropolitana de Santiago,Talagante,Nectarino,79.11,58019
2023,Región Metropolitana de Santiago,Talagante,Nogal,412.06999999999994,102116
2023,Región Metropolitana de Santiago,Talagante,Palto,8.120000000000001,2441
2023,Región Metropolitana de Santiago,Talagante,Peral,12.61,4964
2023,Región Metropolitana de Santiago,Talagante,Pluots,16.78,12745
2023,Región Metropolitana de Santiago,Talagante,Vid de Mesa,112.43,136823
2023,Región Metropolitana de Santiago,Tiltil,Cerezo,110.64000000000001,115534
2023,Región Metropolitana de Santiago,Tiltil,Ciruelo Europeo,50.099999999999994,23118
2023,Región Metropolitana de Santiago,Tiltil,Duraznero Tipo Conservero,53.4,37045
2023,Región Metropolitana de Santiago,Tiltil,Manzano Rojo,0.62,775
2023,Región Metropolitana de Santiago,Tiltil,Manzano Verde,7.08,8850
2023,Región Metropolitana de Santiago,Tiltil,Nogal,607.5899999999999,184586
2023,Región Metropolitana de Santiago,Tiltil,Olivo,40.13,11255
2023,Región Metropolitana de Santiago,Tiltil,Tuna,117.15,127593
2023,Región Metropolitana de Santiago,Tiltil,Vid de Mesa,422.28999999999996,551316
2023,Región de Valparaíso,Algarrobo,Limonero,8.08,3133
2023,Región de Valparaíso,Algarrobo,Olivo,7.220000000000001,7943
2023,Región de Valparaíso,Algarrobo,Palto,6.109999999999999,1595
2023,Región de Valparaíso,Cabildo,Almendro,375.91,134620
2023,Región de Valparaíso,Cabildo,Arándano Americano,0.17,1100
2023,Región de Valparaíso,Cabildo,Cerezo,7.260000000000001,7447
2023,Región de Valparaíso,Cabildo,Chirimoyo,5.640000000000001,4349
2023,Región de Valparaíso,Cabildo,Lima,0.2,533
2023,Región de Valparaíso,Cabildo,Limonero,633.6399999999999,381837
2023,Región de Valparaíso,Cabildo,Mandarino,74.55,73428
2023,Región de Valparaíso,Cabildo,Naranjo,76.74,69907
2023,Región de Valparaíso,Cabildo,Nogal,229.13,62313
2023,Región de Valparaíso,Cabildo,Palto,2209.71,1271006
2023,Región de Valparaíso,Cabildo,Pistacho,8.68,4336
2023,Región de Valparaíso,Cabildo,Tuna,0.5,250
2023,Región de Valparaíso,Calera,Almendro,0.39,243
2023,Región de Valparaíso,Calera,Cerezo,4.1899999999999995,7380
2023,Región de Valparaíso,Calera,Lima,0.06,80
2023,Región de Valparaíso,Calera,Limonero,3.42,2330
2023,Región de Valparaíso,Calera,Mandarino,6.9,8624
2023,Región de Valparaíso,Calera,Naranjo,6.66,6660
2023,Región de Valparaíso,Calera,Nogal,14.97,4784
2023,Región de Valparaíso,Calera,Palto,568.03,265266
2023,Región de Valparaíso,Calle Larga,Cerezo,17.36,17740
